iter	MAPE	RMSE	R2	MAE
40	0.0224589781	0.4113753607	0.8434659142	0.2976322032
41	0.02210709167	0.4056325832	0.8478058233	0.2928785391
42	0.02181068614	0.4005222339	0.8516164939	0.2888774908
43	0.02151508139	0.3955466892	0.8552802257	0.2849153503
44	0.02122992901	0.3907676135	0.8587561671	0.2810647194
45	0.02096331651	0.3862958325	0.8619703411	0.2774586093
46	0.02070900392	0.3819914458	0.8650292553	0.2740033555
47	0.02046878708	0.3778035755	0.8679724706	0.2707755837
48	0.02023845915	0.3737296985	0.8708044396	0.2676695704
49	0.02002977548	0.3700971079	0.8733037526	0.2648296013
50	0.01983648128	0.3666934946	0.8756233716	0.2622176023
51	0.01964168049	0.3633950602	0.8778508616	0.2596197396
52	0.01946400079	0.3601984358	0.8799903928	0.2572485775
53	0.01926779006	0.3568895438	0.8821851547	0.2546210112
54	0.01908788426	0.353865155	0.8841734905	0.2521536005
55	0.01890229717	0.3509023816	0.8861049103	0.2496165729
56	0.01873780204	0.3478958163	0.8880482772	0.2474316176
57	0.01855510752	0.3450167212	0.8898935764	0.2449611752
58	0.01840460684	0.3423231797	0.8916060646	0.2429271059
59	0.01825976646	0.3397297192	0.8932422408	0.240978686
60	0.01812111844	0.3372003448	0.8948260005	0.2390996604
61	0.01797057077	0.3347202458	0.8963674146	0.2371165852
62	0.01786106429	0.3324810833	0.8977493091	0.2356473857
63	0.01773164974	0.3301754517	0.8991625324	0.233907419
64	0.01761910437	0.3281906058	0.9003712549	0.2323787347
65	0.01749476003	0.3259964615	0.9016989535	0.2307291554
66	0.01739732962	0.3240722492	0.9028559835	0.2293829297
67	0.0172993409	0.3221924242	0.9039797089	0.2280484367
68	0.01720980509	0.3203947672	0.9050482009	0.2268264857
69	0.01710580597	0.3185504464	0.9061382158	0.2254668172
70	0.01702742207	0.3170279946	0.9070332613	0.2244428151
71	0.01694412867	0.3154491008	0.9079569594	0.2233209691
72	0.01686377796	0.3139917302	0.9088054701	0.2222820659
73	0.01679016347	0.3124949945	0.90967281	0.2213001499
74	0.01672526868	0.3110845334	0.9104863621	0.2204199538
75	0.01664430233	0.3095247689	0.9113817468	0.2193287402
76	0.01657920373	0.3082025119	0.9121372651	0.2184469014
77	0.01651987247	0.3070466043	0.9127950843	0.2176622437
78	0.0164612091	0.3057867556	0.9135092404	0.2169192865
79	0.01638086802	0.3044538266	0.914261626	0.2158357567
80	0.01633519031	0.3034124671	0.9148471452	0.2152065698
81	0.0162637354	0.3020451292	0.9156129039	0.214238417
82	0.01619805951	0.3007171482	0.9163533105	0.2133681127
83	0.01614222223	0.2997075139	0.9169140421	0.2126023912
84	0.01609792331	0.2987208539	0.9174601922	0.2120089971
85	0.01603652149	0.2976692743	0.918040295	0.2111698133
86	0.01598698213	0.2967203916	0.9185619894	0.2105127533
87	0.01594047746	0.2957791772	0.9190778222	0.2099151515
88	0.01589453013	0.2948271692	0.9195979033	0.2092973627
89	0.01584654081	0.2938670563	0.920120714	0.2086385635
90	0.01580225465	0.2929487876	0.9206191438	0.2080506549
91	0.01575493063	0.2920516721	0.9211045853	0.207421941
92	0.01571217801	0.2911455262	0.9215934019	0.2068696465
93	0.01564641818	0.2899575807	0.922231933	0.206015175
94	0.01560889145	0.2891625081	0.9226578332	0.205502541
95	0.01556710504	0.2883352516	0.923099732	0.2049485301
96	0.0155190064	0.2873827681	0.9236069559	0.2043227126
97	0.01547891746	0.2866085646	0.9240180041	0.2038250837
98	0.01544580881	0.2858522233	0.924418498	0.20338704
99	0.01540791987	0.2851102874	0.9248103359	0.2029209816
100	0.01537948775	0.2844948462	0.9251345954	0.2025415736
101	0.01534705184	0.2837767788	0.9255120403	0.2021275224
102	0.01532743492	0.2832576885	0.9257843009	0.2018521235
103	0.01528882301	0.2825692725	0.9261446031	0.2013405599
104	0.0152602971	0.2819033645	0.926492291	0.2009674233
105	0.01522717944	0.2811815019	0.9268682675	0.2005327896
106	0.01519563492	0.2805842741	0.9271786003	0.2001310842
107	0.0151411887	0.2796471896	0.9276642003	0.1994146141
108	0.01511493326	0.2791026115	0.9279456559	0.1990596361
109	0.01507737736	0.2783532803	0.9283320377	0.1985319911
110	0.0150534924	0.2777960254	0.9286187047	0.1982211744
111	0.01501700349	0.277117328	0.9289670691	0.1977511683
112	0.01498989614	0.2765672929	0.929248768	0.1974213119
113	0.01497141957	0.2761717675	0.9294509893	0.197171477
114	0.01494886744	0.2757037743	0.9296898876	0.1968792706
115	0.01492788721	0.2752015814	0.9299457933	0.1966228605
116	0.01490477653	0.2746609669	0.9302207563	0.1963218882
117	0.01488622167	0.2742614382	0.9304236139	0.1960651804
118	0.01486818376	0.2737935365	0.9306608119	0.1958342131
119	0.01483012139	0.273154684	0.9309840177	0.195337866
120	0.01481113596	0.2727867302	0.9311698288	0.1950920955
121	0.01478211942	0.2722696906	0.9314305028	0.1947053202
122	0.01476940591	0.2718878938	0.9316226745	0.1945401847
123	0.01475317545	0.2714948047	0.9318202482	0.1943284278
124	0.01474088321	0.2711895818	0.9319734616	0.1941616973
125	0.0147273967	0.2709055619	0.9321158769	0.1939767133
126	0.01471060947	0.2703914477	0.9323732882	0.193749289
127	0.01468666894	0.2699517974	0.9325930284	0.1934386445
128	0.01466210758	0.2694718359	0.9328325081	0.1931232334
129	0.01464988164	0.2691502756	0.9329927142	0.1929609577
130	0.01462838453	0.2687097147	0.9332118975	0.1926851555
131	0.01459167488	0.26806405	0.9335324733	0.1922169029
132	0.01456542616	0.26762945	0.9337478201	0.1918521741
133	0.01452630913	0.267022419	0.9340480227	0.1913485158
134	0.01451237603	0.2667429792	0.9341859883	0.191166947
135	0.01448283332	0.2662484122	0.934429813	0.1907818676
136	0.01446131317	0.2658670851	0.9346175008	0.1904940609
137	0.01444401649	0.2655330857	0.934781673	0.19027273
138	0.0143989505	0.2648759579	0.9351040716	0.1896858447
139	0.01438193076	0.26454046	0.9352683648	0.1894695825
140	0.01434886165	0.2639875712	0.9355386599	0.1890336107
141	0.01433802511	0.2637483164	0.935655451	0.1888868061
142	0.01432649059	0.2634722888	0.935790061	0.1887367008
143	0.01430968809	0.2631874904	0.9359288004	0.1885066683
144	0.01429783237	0.2629334114	0.9360524483	0.1883578335
145	0.01428755425	0.2627197084	0.9361563547	0.1882185029
146	0.01425875343	0.2622388022	0.9363898713	0.1878347708
147	0.0142331441	0.261809936	0.9365977576	0.1875044315
148	0.01422333994	0.2615664123	0.9367156505	0.1873794076
149	0.01420524747	0.2612470754	0.9368700793	0.1871403695
150	0.01419437011	0.2609996639	0.9369895958	0.187003767
151	0.01417891524	0.260710649	0.9371290662	0.1868026377
152	0.01416651815	0.2604516219	0.937253934	0.1866402801
153	0.01414838585	0.2601277482	0.9374098875	0.186393876
154	0.0141328837	0.2598365514	0.9375499405	0.1861960328
155	0.01412338119	0.259644193	0.9376423705	0.1860726339
156	0.01411215811	0.2594337401	0.9377434167	0.1859120335
157	0.01409762738	0.259183974	0.9378632323	0.1857203828
158	0.01407267468	0.2587353163	0.9380781685	0.1854009334
159	0.01406609868	0.2585687353	0.9381578768	0.1853172437
160	0.01403970996	0.2581582291	0.9383540832	0.184977611
161	0.01401487656	0.2577723781	0.9385382211	0.1846403954
162	0.01400746334	0.2575945072	0.9386230129	0.1845345658
163	0.0139899713	0.2572623707	0.9387811871	0.184299815
164	0.01396988467	0.2569614246	0.9389243311	0.1840305531
165	0.01396259224	0.256784368	0.9390084692	0.1839391163
166	0.01395071858	0.2564537052	0.9391654464	0.1837788143
167	0.01393262291	0.2560991962	0.9393335196	0.1835511474
168	0.01391703492	0.2558172136	0.9394670419	0.1833493251
169	0.01390983817	0.2556514654	0.9395454571	0.183253333
170	0.01389607984	0.2554448986	0.9396431123	0.1830680422
171	0.01388093227	0.255147101	0.9397837584	0.1828749672
172	0.01386710053	0.2549058101	0.9398975967	0.1827039168
173	0.0138534661	0.2546436069	0.9400211791	0.1825392982
174	0.01383386269	0.2542877076	0.9401887192	0.1822693717
175	0.01381878802	0.2540947868	0.940279439	0.1820777826
176	0.0138102987	0.2539589595	0.9403432696	0.1819719913
177	0.01379001825	0.2536362335	0.9404947945	0.1816876339
178	0.01377587464	0.2533651447	0.9406219259	0.1815025896
179	0.01375867624	0.2531262817	0.9407338319	0.1812756558
180	0.01374643747	0.252917824	0.9408314069	0.1811178143
181	0.01373487149	0.2527623358	0.9409041356	0.1809613297
182	0.01372014667	0.2525262494	0.9410144781	0.1807645175
183	0.01370578404	0.2522696868	0.9411342739	0.180579225
184	0.01369955464	0.2520931754	0.941216621	0.1804947937
185	0.01369383955	0.2519441003	0.9412861235	0.1804223803
186	0.01368234649	0.251708794	0.9413957453	0.1802710043
187	0.01367057085	0.2515177921	0.9414846519	0.1801158851
188	0.01364692686	0.2511439189	0.941658485	0.1798079127
189	0.01362524946	0.2508128348	0.9418122073	0.1795274691
190	0.01360975257	0.2505719963	0.9419239012	0.1793129105
191	0.01358301771	0.2501548195	0.9421171218	0.1789652166
192	0.01357702905	0.2499823388	0.9421969143	0.1788839102
193	0.01356695707	0.2497860785	0.9422876407	0.1787566365
194	0.01355752044	0.2496335246	0.9423581134	0.1786298198
195	0.01354502949	0.2494443185	0.942445458	0.1784773582
196	0.0135308295	0.2491927025	0.9425615106	0.1782984901
197	0.01352618533	0.2490898723	0.9426089053	0.1782330518
198	0.01351952815	0.2489684748	0.9426648323	0.1781513349
199	0.01349814119	0.2486313395	0.9428200056	0.1778576262
200	0.01348915648	0.2484426732	0.9429067512	0.1777360219
201	0.01347247297	0.2481633245	0.9430350703	0.1775178244
202	0.01346568908	0.2479890793	0.9431150368	0.1774281837
203	0.01345844745	0.2478671643	0.943170954	0.1773359726
204	0.01345337142	0.2477522978	0.9432236132	0.1772677645
205	0.0134382141	0.2474933616	0.9433422299	0.1770704127
206	0.01342481269	0.2473060425	0.9434279619	0.1768910686
207	0.01341217583	0.2470907569	0.9435264136	0.1767331093
208	0.01340507194	0.2469371301	0.9435966158	0.1766396864
209	0.01338828588	0.2467045095	0.9437028324	0.1764112413
210	0.01337602384	0.2465052261	0.9437937473	0.1762497819
211	0.01336961859	0.2463850923	0.943848518	0.1761655727
212	0.01335803765	0.2462184157	0.9439244639	0.1760086359
213	0.01333995377	0.2459496868	0.9440468016	0.1757723193
214	0.01332783642	0.2457449285	0.9441399272	0.1756048175
215	0.01331373296	0.2454282778	0.9442837897	0.1754122042
216	0.01329463766	0.2451575025	0.9444066627	0.1751619512
217	0.01327437774	0.244892275	0.9445268867	0.1748899433
218	0.01325594077	0.244604487	0.9446571898	0.1746410557
219	0.01324159365	0.2443851661	0.9447563899	0.1744509878
220	0.01322166165	0.2440884302	0.9448904636	0.1741948071
221	0.01320977178	0.2438990129	0.9449759625	0.174035766
222	0.01319417475	0.2436319227	0.9450964085	0.1738287864
223	0.01317498265	0.2433464262	0.9452250091	0.1735845917
224	0.01316234479	0.2431283394	0.9453231437	0.1734190603
225	0.01315228493	0.2429489723	0.9454037892	0.1732854737
226	0.01314470255	0.2428266572	0.9454587494	0.1731811365
227	0.01312911439	0.24258885	0.9455655248	0.172978689
228	0.01312446771	0.2424848606	0.9456121831	0.1729179029
229	0.01310755815	0.2422352296	0.9457241067	0.1726996262
230	0.01309467875	0.2420359054	0.9458133923	0.1725241655
231	0.01309008722	0.2419329491	0.9458594818	0.1724638189
232	0.01307834944	0.2417591379	0.9459372459	0.1722993299
233	0.01306311236	0.2415305722	0.9460394224	0.1720970413
234	0.01305814234	0.2414307833	0.9460840011	0.1720327681
235	0.0130480473	0.2412751042	0.9461535108	0.1719027675
236	0.01303617079	0.2410931946	0.9462346754	0.171748199
237	0.01302652354	0.2408924809	0.946324159	0.1716220376
238	0.01301357184	0.2406943428	0.9464124212	0.1714445993
239	0.01300478982	0.2405389464	0.946481593	0.1713210989
240	0.01298957035	0.2403000272	0.9465878562	0.1711256701
241	0.01297604354	0.2400831988	0.9466842028	0.1709494089
242	0.01296360646	0.2399248457	0.9467545113	0.1707826909
243	0.01295805419	0.2398212366	0.9468004884	0.1707107434
244	0.01295525475	0.2397344097	0.946839003	0.1706712715
245	0.0129474108	0.2395756654	0.9469093827	0.1705688497
246	0.01293508022	0.2394061521	0.9469844853	0.1704006911
247	0.01292601943	0.239224813	0.9470647685	0.1702798262
248	0.01291065645	0.2389573056	0.9471830894	0.1700749495
249	0.01290238429	0.2388103288	0.9472480422	0.169957471
250	0.01288891992	0.2386083807	0.947337223	0.169785766
251	0.01288227577	0.2384794891	0.9473941025	0.1696991298
252	0.01287399806	0.2383318168	0.947459232	0.1695810379
253	0.01286443565	0.238184961	0.9475239615	0.1694589698
254	0.01285296843	0.2379951102	0.9476075826	0.1693055507
255	0.01283961101	0.2377648049	0.9477089327	0.1691184862
256	0.01283665851	0.2376884518	0.9477425116	0.1690766998
257	0.01282769386	0.2375288772	0.9478126553	0.1689624528
258	0.01281785853	0.2373892435	0.9478739949	0.1688346191
259	0.01281076275	0.2372596401	0.9479308961	0.1687370899
260	0.01280162938	0.2371086932	0.9479971288	0.168613298
261	0.01279449692	0.2369894144	0.9480494362	0.1685171879
262	0.01278515895	0.2368412263	0.9481143847	0.1683907851
263	0.01278126073	0.2367671803	0.9481468227	0.1683359505
264	0.01277601236	0.2366291183	0.9482072775	0.1682675698
265	0.01277247617	0.2365564468	0.9482390849	0.1682190896
266	0.01276496361	0.2364521288	0.9482847265	0.1681143921
267	0.01275670733	0.2363123107	0.9483458686	0.1680104179
268	0.01274812747	0.2361569521	0.9484137642	0.1678994494
269	0.01273811969	0.2359844061	0.9484891187	0.1677720936
270	0.01272806594	0.2358318217	0.9485557096	0.1676373414
271	0.01271819703	0.2357064574	0.948610389	0.1675043873
272	0.01271002925	0.2355858607	0.9486629614	0.1674044235
273	0.01270252249	0.2354496841	0.9487222934	0.1673044986
274	0.0126963191	0.2353356701	0.9487719427	0.167219997
275	0.01268991002	0.2352288751	0.9488184266	0.167138346
276	0.01268322068	0.2351336804	0.9488598435	0.1670491643
277	0.01267456859	0.2349951729	0.9489200749	0.1669288713
278	0.01266564818	0.234867105	0.9489757349	0.1668057042
279	0.0126539048	0.2346898055	0.9490527415	0.166651437
280	0.01264988735	0.2346261217	0.9490803872	0.1665965699
281	0.01264450084	0.2345232227	0.9491250406	0.1665255783
282	0.01264032098	0.2344326582	0.9491643252	0.166469684
283	0.01263668904	0.2343240718	0.9492114072	0.1664220211
284	0.01262366415	0.2340767224	0.9493185742	0.1662411347
285	0.0126152482	0.2339458162	0.949375245	0.166134232
286	0.01260513727	0.2337779554	0.9494478674	0.1660064955
287	0.01259941568	0.2336520122	0.9495023207	0.165931199
288	0.0125960907	0.2335747115	0.9495357281	0.1658885814
289	0.01258518453	0.2333817873	0.949619057	0.1657507214
290	0.01257907787	0.2332653221	0.9496693279	0.1656697187
291	0.01257277233	0.2331630393	0.9497134565	0.1655854246
292	0.01256664827	0.2330407776	0.9497661793	0.1655096563
293	0.01255468481	0.2328534521	0.9498469059	0.1653470835
294	0.01254721561	0.2327036324	0.9499114229	0.1652431221
295	0.01254039244	0.2325839197	0.9499629451	0.165146603
296	0.01253458042	0.2324746197	0.9500099627	0.1650678453
297	0.01252718865	0.2323521187	0.9500626326	0.1649687163
298	0.01251488185	0.2321812235	0.9501360636	0.1647998868
299	0.01250392301	0.2320081263	0.9502103856	0.164649558
300	0.01249666773	0.2319122041	0.9502515475	0.1645516049
301	0.01248696944	0.2317949097	0.9503018574	0.1644187432
302	0.01247936385	0.2315906596	0.9503894035	0.1643137891
303	0.01247082264	0.2314733011	0.9504396711	0.1641978293
304	0.01246281951	0.2313302455	0.9505009109	0.1640879888
305	0.01245566173	0.2311869044	0.950562235	0.1639958855
306	0.01244866141	0.2310848634	0.9506058669	0.1639023766
307	0.01244262256	0.2309962211	0.9506437541	0.1638195835
308	0.01243588166	0.230901368	0.9506842797	0.1637214797
309	0.01243193937	0.2308205478	0.9507187966	0.1636688551
310	0.01242098346	0.2306547221	0.9507895802	0.1635186966
311	0.01241531555	0.2305656282	0.9508275894	0.1634488332
312	0.01240876082	0.2304602588	0.9508725232	0.1633631031
313	0.01239880829	0.2303332238	0.9509266686	0.1632280532
314	0.01239607968	0.2302463402	0.9509636834	0.1631935942
315	0.01238972935	0.2301437911	0.9510073541	0.1631086599
316	0.01238359469	0.2300444165	0.9510496543	0.163021178
317	0.01237912153	0.229954903	0.9510877415	0.1629633429
318	0.01237288802	0.2298464441	0.9511338698	0.1628775674
319	0.01236452565	0.2297254501	0.9511853038	0.1627670612
320	0.01235743869	0.2296264775	0.9512273563	0.1626682883
321	0.01234791102	0.2294799561	0.9512895787	0.1625395052
322	0.01234303485	0.2293680868	0.9513370589	0.1624783524
323	0.0123336668	0.2292051985	0.9514061514	0.1623518316
324	0.0123256009	0.2290960303	0.9514524299	0.1622428634
325	0.01231881531	0.2289779923	0.9515024438	0.1621557494
326	0.01231239766	0.2288587692	0.9515529335	0.1620696144
327	0.01230715322	0.2287621841	0.9515938171	0.1619939634
328	0.01230346153	0.2286863223	0.9516259165	0.1619469626
329	0.01229792161	0.2285841312	0.9516691399	0.1618751225
330	0.01229375376	0.2284858738	0.9517106812	0.1618207636
331	0.01228824652	0.228392747	0.9517500369	0.1617454418
332	0.01227999854	0.2282555822	0.951807974	0.1616456273
333	0.01227234227	0.2281325441	0.9518599146	0.1615403759
334	0.01226474123	0.228018519	0.9519080252	0.1614416795
335	0.01226021318	0.2279359287	0.9519428576	0.1613874151
336	0.01225378458	0.2278349974	0.9519854082	0.1613029523
337	0.01224791917	0.2277495413	0.9520214199	0.1612221339
338	0.01224362735	0.2276800329	0.9520507012	0.1611637034
339	0.01223421078	0.2275470733	0.9521066873	0.1610335058
340	0.01223126421	0.2274848268	0.9521328866	0.1609949807
341	0.01222707375	0.2274180567	0.9521609819	0.1609430624
342	0.01222310045	0.2273533636	0.9521881953	0.1608889811
343	0.01221641239	0.2272590947	0.9522278361	0.1607927843
344	0.01221178401	0.2271591157	0.95226986	0.1607360171
345	0.01220592133	0.227051989	0.9523148679	0.1606569597
346	0.01219740717	0.2269286575	0.9523666576	0.1605386251
347	0.01219394029	0.2268543566	0.9523978446	0.160496153
348	0.01218834347	0.2267513046	0.9524410828	0.1604228456
349	0.01218206953	0.226641038	0.9524873263	0.1603370988
350	0.01217749227	0.226541101	0.9525292183	0.1602771924
351	0.01217322022	0.2264650454	0.9525610873	0.1602192422
352	0.01216262114	0.2263174418	0.9526229059	0.1600798791
353	0.01215538945	0.2261829384	0.9526792028	0.159981879
354	0.0121511672	0.2261194737	0.9527057545	0.1599260168
355	0.01213628161	0.2258080436	0.9528359398	0.1597123517
356	0.012128354	0.2256707993	0.9528932542	0.159603602
357	0.01212560918	0.2255754521	0.9529330515	0.1595664755
358	0.01211996745	0.2254724422	0.9529760284	0.1594920291
359	0.01211075162	0.2252572232	0.9530657566	0.159358296
360	0.01210628331	0.2251940249	0.9530920887	0.1592935818
361	0.01210027998	0.2250923215	0.9531344488	0.1592127635
362	0.01209197713	0.22497483	0.9531833608	0.1591011119
363	0.01208718865	0.2249021923	0.9532135874	0.1590339467
364	0.01207734839	0.2247732803	0.9532672071	0.1588983713
365	0.01207244223	0.2246850634	0.9533038824	0.1588310158
366	0.01206847878	0.2246189889	0.9533313428	0.1587806305
367	0.01206211371	0.2245148356	0.9533746122	0.158697098
368	0.01205568238	0.224421809	0.9534132422	0.1586112089
369	0.0120512399	0.2243380074	0.9534480277	0.1585520075
370	0.01204344687	0.2242304781	0.9534926435	0.1584444085
371	0.01203976748	0.2241567289	0.9535232309	0.1583953128
372	0.0120350497	0.2240702205	0.9535590974	0.1583365304
373	0.01202584422	0.223940328	0.9536129249	0.1582153728
374	0.01202182581	0.2238655669	0.9536438918	0.1581669857
375	0.01201653151	0.2237792836	0.9536796185	0.1580935176
376	0.0120093905	0.2236946523	0.9537146478	0.1579954823
377	0.01200460498	0.2235882667	0.9537586625	0.1579306479
378	0.01199973879	0.223489162	0.953799646	0.1578647067
379	0.01198926299	0.2232859425	0.9538836281	0.1577160515
380	0.01198693768	0.2232305674	0.953906499	0.1576876231
381	0.01198016989	0.2230888124	0.9539650207	0.1576027313
382	0.01197290856	0.2229802551	0.954009812	0.1575026267
383	0.01196933226	0.222923535	0.9540332063	0.1574542259
384	0.01196463299	0.222843906	0.9540660394	0.1573941561
385	0.01196173984	0.2227812608	0.9540918614	0.1573559677
386	0.01195708893	0.2227084034	0.9541218837	0.1572933225
387	0.01195371393	0.2226338206	0.9541526068	0.1572452461
388	0.01194993474	0.2225516909	0.9541864268	0.1571988815
389	0.01194490386	0.222471759	0.9542193298	0.157131432
390	0.01193901066	0.2223659357	0.9542628725	0.1570553676
391	0.01193189456	0.2222766534	0.954299593	0.156960974
392	0.01192571296	0.2221933542	0.9543338394	0.1568785442
393	0.01192334406	0.222139733	0.9543558777	0.1568457914
394	0.01192125131	0.2220756936	0.9543821909	0.1568176206
395	0.01191843285	0.2220144488	0.9544073487	0.1567799716
396	0.01191664692	0.2219659992	0.9544272456	0.1567556287
397	0.01191099332	0.2218816916	0.9544618581	0.1566785586
398	0.01190449855	0.2217703899	0.9545075329	0.1565991412
399	0.01189363877	0.2215600193	0.9545938	0.1564446272
400	0.01188792809	0.2214491458	0.9546392332	0.1563702857
401	0.01188486183	0.2213952459	0.9546613117	0.1563281828
402	0.01187863302	0.2213110834	0.9546957758	0.1562457502
403	0.01187244602	0.2212047168	0.9547393136	0.1561687323
404	0.01186636328	0.2211040687	0.9547804914	0.1560835391
405	0.01186197448	0.2210347011	0.9548088607	0.156028276
406	0.01185788651	0.2209684033	0.9548359661	0.1559735784
407	0.01185233185	0.2208867663	0.9548693318	0.1558997129
408	0.01184930672	0.2208184341	0.9548972502	0.1558624957
409	0.01184433409	0.220740453	0.9549291002	0.1557954829
410	0.01184030469	0.2206752353	0.9549557287	0.155741389
411	0.01183174851	0.2205558998	0.9550044331	0.1556225016
412	0.01182680646	0.2204676196	0.9550404459	0.1555567988
413	0.01182149795	0.2203918484	0.9550713444	0.155484028
414	0.01181832343	0.2203293513	0.9550968218	0.1554401012
415	0.01181638009	0.2202813544	0.9551163833	0.1554163657
416	0.01181016726	0.220178071	0.9551584626	0.1553344066
417	0.01180616578	0.2200889921	0.9551947389	0.1552803853
418	0.01180061015	0.220006332	0.9552283881	0.1552086546
419	0.01179830107	0.2199558642	0.9552489263	0.1551805988
420	0.01179402153	0.2198867012	0.955277065	0.1551206449
421	0.01179040394	0.219813008	0.955307037	0.1550712711
422	0.01178301078	0.2196465478	0.9553747016	0.1549647177
423	0.01177317481	0.2195058594	0.9554318503	0.1548294798
424	0.01176703094	0.2194134986	0.955469348	0.1547465567
425	0.0117638856	0.2193348231	0.9555012772	0.1547053648
426	0.01175455093	0.2192076718	0.9555528552	0.1545775249
427	0.01174945821	0.2191062751	0.9555939646	0.1545103476
428	0.01174618306	0.2190536877	0.9556152777	0.1544658686
429	0.01174303353	0.2189768913	0.9556463933	0.1544248235
430	0.0117384981	0.2188975815	0.9556785158	0.1543668361
431	0.01173309243	0.2188174648	0.9557109532	0.1542924317
432	0.01172743494	0.2187330089	0.9557451347	0.1542187566
433	0.01172252631	0.2186481108	0.9557794818	0.1541589506
434	0.01171882454	0.2185883781	0.9558036398	0.1541100214
435	0.01171263153	0.2184822631	0.9558465401	0.1540234725
436	0.01170928501	0.2184180593	0.9558724864	0.1539773659
437	0.01170747244	0.2183661033	0.9558934775	0.1539524371
438	0.01170280375	0.2182995797	0.9559203469	0.1538873798
439	0.0116955061	0.2181993515	0.9559608143	0.1537856779
440	0.01169091908	0.2181147067	0.9559949754	0.1537292323
441	0.01168900782	0.218056653	0.9560183972	0.1537052027
442	0.01168496146	0.2179796908	0.9560494379	0.1536529564
443	0.01167809718	0.2178797631	0.9560897249	0.1535566311
444	0.01167444909	0.2178229588	0.956112618	0.153507675
445	0.01167209267	0.2177665851	0.9561353316	0.1534765053
446	0.01166508025	0.2176690681	0.9561746084	0.1533789416
447	0.01166044925	0.2176011185	0.9562019661	0.1533133827
448	0.01165802017	0.2175387327	0.956227076	0.1532814563
449	0.01165328223	0.2174579615	0.9562595754	0.1532233492
450	0.01164466096	0.2173604163	0.9562988079	0.1531066107
451	0.0116390603	0.2172760497	0.9563327258	0.153029523
452	0.01163532265	0.2171789386	0.9563717511	0.1529819811
453	0.01163217449	0.2171131134	0.9563981939	0.1529411664
454	0.01162916409	0.2170557105	0.9564212467	0.1528995758
455	0.01162577319	0.2169704216	0.9564554873	0.1528537072
456	0.01162219522	0.216904589	0.9564819076	0.1528082096
457	0.01161894464	0.2168360374	0.9565094106	0.1527653218
458	0.01161316814	0.2167455914	0.9565456844	0.1526886782
459	0.01160999651	0.2166796096	0.9565721371	0.1526453782
460	0.01160699395	0.216613522	0.9565986242	0.1526047488
461	0.01160231563	0.2165427541	0.9566269781	0.1525423418
462	0.01159788889	0.2164713585	0.9566555742	0.1524865661
463	0.01159530857	0.2164239626	0.9566745524	0.1524502571
464	0.0115899833	0.2163405125	0.9567079574	0.1523795679
465	0.01158577756	0.2162755883	0.9567339375	0.1523243186
466	0.01158197234	0.2162156673	0.9567579087	0.1522704094
467	0.01157715349	0.2161491499	0.9567845109	0.1522067192
468	0.01157361393	0.2160874918	0.9568091624	0.1521593656
469	0.01156947829	0.2160274344	0.9568331672	0.1521006636
