iter	Passed	Remaining
1661	24707	49623
1662	24726	49615
1663	24739	49597
1664	24750	49575
1665	24761	49552
1666	24772	49529
1667	24783	49507
1668	24793	49483
1669	24804	49459
1670	24815	49437
1671	24830	49423
1672	24859	49437
1673	24879	49431
1674	24904	49438
1675	24954	49491
1676	24986	49511
1677	25010	49514
1678	25054	49557
1679	25070	49543
1680	25085	49529
1681	25099	49511
1682	25108	49485
1683	25117	49460
1684	25127	49434
1685	25137	49409
1686	25148	49387
1687	25159	49364
1688	25169	49340
1689	25179	49316
1690	25189	49292
1691	25199	49267
1692	25209	49242
1693	25218	49215
1694	25227	49190
1695	25237	49165
1696	25246	49139
1697	25256	49114
1698	25265	49089
1699	25275	49064
1700	25284	49038
1701	25293	49011
1702	25302	48986
1703	25313	48962
1704	25322	48937
1705	25331	48911
1706	25340	48885
1707	25349	48859
1708	25359	48834
1709	25367	48806
1710	25376	48781
1711	25386	48755
1712	25394	48728
1713	25406	48707
1714	25420	48692
1715	25444	48693
1716	25473	48707
1717	25492	48699
1718	25513	48697
1719	25526	48677
1720	25536	48654
1721	25545	48628
1722	25556	48605
1723	25565	48580
1724	25575	48556
1725	25585	48532
1726	25595	48509
1727	25605	48485
1728	25616	48462
1729	25625	48437
1730	25635	48412
1731	25646	48390
1732	25655	48365
1733	25665	48340
1734	25675	48317
1735	25684	48291
1736	25694	48267
1737	25703	48241
1738	25713	48218
1739	25723	48194
1740	25732	48168
1741	25740	48141
1742	25749	48115
1743	25759	48092
1744	25769	48068
1745	25790	48065
1746	25799	48039
1747	25817	48031
1748	25831	48015
1749	25841	47991
1750	25851	47967
1751	25860	47942
1752	25868	47914
1753	25878	47891
1754	25887	47866
1755	25898	47843
1756	25912	47828
1757	25921	47803
1758	25932	47780
1759	25941	47755
1760	25950	47731
1761	25959	47704
1762	25968	47680
1763	25978	47657
1764	25988	47633
1765	25998	47609
1766	26008	47587
1767	26018	47564
1768	26028	47539
1769	26038	47515
1770	26047	47492
1771	26055	47465
1772	26065	47441
1773	26075	47417
1774	26084	47392
1775	26093	47368
1776	26103	47344
1777	26112	47319
1778	26122	47295
1779	26131	47270
1780	26141	47248
1781	26150	47224
1782	26160	47200
1783	26169	47176
1784	26178	47151
1785	26188	47127
1786	26197	47103
1787	26205	47076
1788	26214	47051
1789	26225	47029
1790	26234	47005
1791	26255	47002
1792	26266	46980
1793	26276	46957
1794	26286	46934
1795	26296	46911
1796	26305	46888
1797	26315	46864
1798	26324	46839
1799	26336	46819
1800	26346	46797
1801	26369	46797
1802	26380	46777
1803	26404	46778
1804	26423	46771
1805	26446	46772
1806	26475	46782
1807	26504	46793
1808	26520	46781
1809	26550	46792
1810	26575	46796
1811	26592	46786
1812	26605	46768
1813	26614	46743
1814	26623	46719
1815	26633	46697
1816	26642	46671
1817	26652	46648
1818	26660	46622
1819	26669	46599
1820	26679	46575
1821	26688	46551
1822	26697	46526
1823	26706	46501
1824	26715	46478
1825	26725	46454
1826	26734	46430
1827	26744	46407
1828	26753	46382
1829	26762	46359
1830	26772	46335
1831	26781	46311
1832	26790	46288
1833	26799	46263
1834	26809	46240
1835	26818	46215
1836	26827	46191
1837	26835	46165
1838	26843	46141
1839	26853	46117
1840	26862	46093
1841	26872	46070
1842	26881	46046
1843	26890	46023
1844	26899	45998
1845	26908	45974
1846	26917	45950
1847	26926	45926
1848	26941	45913
1849	26951	45890
1850	26959	45864
1851	26968	45840
1852	26977	45816
1853	26985	45791
1854	26994	45766
1855	27003	45743
1856	27013	45719
1857	27021	45695
1858	27030	45671
1859	27039	45647
1860	27048	45623
1861	27057	45599
1862	27066	45576
1863	27076	45553
1864	27086	45530
1865	27094	45506
1866	27106	45488
1867	27120	45471
1868	27135	45457
1869	27148	45441
1870	27163	45427
1871	27178	45413
1872	27192	45397
1873	27206	45382
1874	27222	45371
1875	27236	45355
1876	27250	45339
1877	27263	45323
1878	27276	45306
1879	27291	45291
1880	27305	45276
1881	27319	45260
1882	27333	45246
1883	27349	45234
1884	27360	45213
1885	27371	45193
1886	27381	45172
1887	27392	45150
1888	27402	45128
1889	27411	45106
1890	27422	45085
1891	27448	45089
1892	27465	45079
1893	27487	45077
1894	27513	45081
1895	27531	45071
1896	27546	45058
1897	27569	45058
1898	27585	45046
1899	27599	45030
1900	27610	45010
1901	27621	44990
1902	27631	44967
1903	27640	44944
1904	27650	44922
1905	27659	44900
1906	27669	44877
1907	27679	44855
1908	27688	44832
1909	27698	44809
1910	27707	44787
1911	27716	44764
1912	27725	44740
1913	27735	44718
1914	27744	44694
1915	27752	44670
1916	27761	44646
1917	27770	44623
1918	27779	44600
1919	27789	44578
1920	27797	44554
1921	27806	44531
1922	27815	44508
1923	27824	44484
1924	27833	44461
1925	27841	44436
1926	27850	44413
1927	27859	44390
1928	27868	44367
1929	27883	44352
1930	27891	44328
1931	27900	44306
1932	27909	44282
1933	27917	44257
1934	27926	44234
1935	27935	44211
1936	27944	44188
1937	27953	44166
1938	27962	44143
1939	27971	44119
1940	27980	44096
1941	27989	44074
1942	27998	44051
1943	28007	44027
1944	28015	44004
1945	28024	43981
1946	28033	43958
1947	28042	43935
1948	28051	43913
1949	28061	43890
1950	28069	43867
1951	28079	43845
1952	28088	43822
1953	28097	43800
1954	28109	43781
1955	28120	43761
1956	28131	43743
1957	28144	43726
1958	28157	43708
1959	28170	43693
1960	28183	43676
1961	28197	43660
1962	28210	43645
1963	28222	43627
1964	28237	43613
1965	28250	43596
1966	28261	43577
1967	28274	43560
1968	28287	43544
1969	28299	43527
1970	28312	43510
1971	28326	43495
1972	28344	43485
1973	28356	43469
1974	28367	43449
1975	28377	43428
1976	28388	43408
1977	28398	43388
1978	28409	43367
1979	28420	43348
1980	28517	43460
1981	28536	43453
1982	28546	43430
1983	28555	43408
1984	28565	43388
1985	28574	43365
1986	28584	43344
1987	28593	43322
1988	28603	43300
1989	28612	43278
1990	28621	43256
1991	28630	43233
1992	28639	43210
1993	28648	43188
1994	28656	43165
1995	28666	43142
1996	28675	43120
1997	28684	43099
1998	28693	43075
1999	28702	43054
2000	28711	43031
2001	28720	43009
2002	28729	42986
2003	28737	42963
2004	28746	42940
2005	28755	42917
2006	28764	42895
2007	28772	42872
2008	28780	42848
2009	28789	42826
2010	28797	42802
2011	28805	42779
2012	28814	42756
2013	28823	42734
2014	28831	42710
2015	28840	42688
2016	28849	42665
2017	28862	42649
2018	28871	42627
2019	28879	42604
2020	28888	42582
2021	28897	42560
2022	28905	42536
2023	28914	42514
2024	28922	42491
2025	28931	42468
2026	28939	42446
2027	28948	42423
2028	28956	42400
2029	28966	42378
2030	28974	42356
2031	28984	42335
2032	28993	42313
2033	29002	42291
2034	29010	42268
2035	29020	42247
2036	29028	42224
2037	29037	42203
2038	29046	42180
2039	29055	42159
2040	29063	42135
2041	29072	42113
2042	29080	42091
2043	29088	42067
2044	29096	42044
2045	29105	42022
2046	29113	41998
2047	29121	41975
2048	29130	41953
2049	29137	41930
2050	29146	41907
2051	29155	41885
2052	29163	41863
2053	29172	41841
2054	29181	41819
2055	29190	41798
2056	29199	41775
2057	29207	41753
2058	29216	41731
2059	29225	41710
2060	29234	41688
2061	29243	41667
2062	29251	41644
2063	29260	41622
2064	29269	41600
2065	29278	41579
2066	29286	41556
2067	29294	41534
2068	29303	41512
2069	29312	41490
2070	29321	41468
2071	29329	41446
2072	29338	41424
2073	29347	41404
2074	29357	41382
2075	29365	41360
2076	29376	41341
2077	29386	41321
2078	29395	41300
2079	29404	41279
2080	29413	41257
2081	29427	41243
2082	29440	41228
2083	29449	41206
2084	29460	41187
2085	29472	41170
2086	29482	41151
2087	29492	41131
2088	29500	41109
2089	29510	41088
2090	29520	41068
2091	29529	41047
2092	29537	41024
2093	29546	41003
2094	29554	40981
2095	29564	40961
2096	29574	40941
2097	29582	40919
2098	29591	40897
2099	29600	40876
2100	29609	40855
2101	29617	40833
2102	29625	40811
2103	29635	40790
2104	29644	40769
2105	29652	40747
2106	29660	40725
2107	29669	40703
2108	29678	40682
2109	29686	40660
2110	29694	40638
2111	29703	40617
2112	29712	40595
2113	29720	40574
2114	29730	40554
2115	29739	40533
2116	29748	40512
2117	29757	40491
2118	29765	40469
2119	29774	40448
2120	29782	40426
2121	29791	40404
2122	29800	40384
2123	29809	40363
2124	29817	40341
2125	29826	40320
2126	29835	40299
2127	29844	40278
2128	29858	40264
2129	29866	40243
2130	29876	40222
2131	29885	40201
2132	29894	40181
2133	29903	40160
2134	29911	40138
2135	29919	40117
2136	29928	40095
2137	29936	40074
2138	29945	40052
2139	29953	40031
2140	29962	40010
2141	29970	39989
2142	29979	39968
2143	29989	39948
2144	29997	39926
2145	30006	39906
2146	30015	39886
2147	30024	39865
2148	30033	39844
2149	30042	39824
2150	30051	39803
2151	30060	39782
2152	30069	39762
2153	30077	39740
2154	30086	39719
2155	30095	39698
2156	30103	39677
2157	30112	39656
2158	30120	39635
2159	30129	39614
2160	30137	39593
2161	30146	39571
2162	30154	39550
2163	30163	39529
2164	30171	39508
2165	30180	39487
2166	30188	39466
2167	30198	39447
2168	30207	39426
2169	30215	39405
2170	30224	39384
2171	30232	39363
2172	30241	39343
2173	30251	39323
2174	30260	39303
2175	30269	39282
2176	30277	39262
2177	30285	39240
2178	30294	39219
2179	30303	39199
2180	30312	39179
2181	30320	39158
2182	30330	39138
2183	30338	39117
2184	30347	39097
2185	30359	39081
2186	30373	39067
2187	30383	39049
2188	30400	39038
2189	30411	39020
2190	30424	39006
2191	30440	38994
2192	30455	38983
2193	30483	38986
2194	30512	38991
2195	30535	38990
2196	30547	38973
2197	30557	38954
2198	30566	38934
2199	30574	38913
2200	30582	38891
2201	30591	38870
2202	30599	38850
2203	30608	38829
2204	30617	38809
2205	30626	38789
2206	30634	38768
2207	30643	38749
2208	30653	38729
2209	30662	38710
2210	30672	38691
2211	30681	38671
2212	30691	38652
2213	30700	38632
2214	30710	38613
2215	30719	38593
2216	30738	38585
2217	30758	38580
2218	30771	38564
2219	30785	38550
2220	30798	38536
2221	30810	38519
2222	30820	38501
2223	30831	38483
2224	30839	38463
2225	30849	38444
2226	30858	38423
2227	30867	38403
2228	30875	38383
2229	30884	38363
2230	30893	38342
2231	30901	38322
2232	30910	38302
2233	30919	38282
2234	30928	38262
2235	30936	38242
2236	30946	38222
2237	30954	38202
2238	30964	38183
2239	30973	38163
2240	30982	38144
2241	30992	38125
2242	31005	38110
2243	31022	38101
2244	31039	38090
2245	31054	38078
2246	31068	38065
2247	31082	38051
2248	31099	38041
2249	31124	38040
2250	31140	38030
2251	31167	38031
2252	31186	38024
2253	31204	38015
2254	31221	38005
2255	31237	37994
2256	31267	37999
2257	31284	37989
2258	31301	37979
2259	31315	37966
2260	31337	37962
2261	31355	37954
2262	31366	37936
2263	31376	37917
2264	31390	37903
2265	31405	37891
2266	31418	37876
2267	31433	37864
2268	31449	37853
2269	31465	37841
2270	31492	37844
2271	31503	37826
2272	31514	37809
2273	31524	37790
2274	31534	37772
2275	31544	37754
2276	31556	37737
2277	31570	37723
2278	31582	37707
2279	31595	37693
2280	31610	37679
2281	31621	37662
2282	31632	37645
2283	31641	37625
2284	31650	37606
2285	31659	37587
2286	31668	37567
2287	31677	37547
2288	31686	37527
2289	31694	37507
2290	31703	37488
2291	31713	37468
2292	31722	37449
2293	31758	37461
2294	31789	37468
2295	31866	37529
2296	31885	37521
2297	31895	37502
2298	31904	37483
2299	31914	37464
2300	31925	37447
2301	31943	37438
2302	31956	37423
2303	31969	37408
2304	31983	37394
2305	31999	37383
2306	32012	37369
2307	32025	37353
2308	32035	37335
2309	32045	37316
2310	32062	37306
2311	32076	37293
2312	32092	37281
2313	32108	37269
2314	32124	37259
2315	32136	37242
2316	32147	37225
2317	32157	37207
2318	32166	37187
2319	32176	37169
2320	32186	37150
2321	32195	37131
2322	32204	37112
2323	32214	37093
2324	32224	37075
2325	32233	37056
2326	32242	37036
2327	32257	37023
2328	32268	37007
2329	32281	36992
2330	32297	36980
2331	32308	36963
2332	32319	36946
2333	32329	36928
2334	32338	36909
2335	32348	36890
2336	32357	36871
2337	32366	36851
2338	32375	36832
2339	32384	36813
2340	32393	36793
2341	32402	36774
2342	32411	36754
2343	32421	36736
2344	32430	36717
2345	32438	36697
2346	32448	36678
2347	32458	36660
2348	32471	36646
2349	32480	36627
2350	32491	36609
2351	32509	36600
2352	32524	36588
2353	32539	36576
2354	32557	36566
2355	32570	36552
2356	32579	36533
2357	32591	36516
2358	32601	36498
2359	32614	36484
2360	32629	36471
2361	32644	36459
2362	32659	36446
2363	32674	36434
2364	32690	36422
2365	32703	36407
2366	32716	36392
2367	32725	36374
2368	32736	36357
2369	32748	36340
2370	32765	36331
2371	32782	36320
2372	32795	36306
2373	32809	36292
2374	32823	36279
2375	32834	36261
2376	32844	36244
2377	32854	36225
2378	32864	36207
2379	32874	36189
2380	32883	36170
2381	32893	36152
2382	32902	36133
2383	32913	36117
2384	32925	36100
2385	32937	36084
2386	32950	36070
2387	32960	36052
2388	32973	36037
2389	32986	36022
2390	32995	36003
2391	33004	35984
2392	33013	35965
2393	33022	35947
2394	33031	35928
2395	33041	35910
2396	33050	35891
2397	33060	35872
2398	33069	35854
2399	33079	35835
2400	33087	35816
2401	33097	35797
2402	33107	35779
2403	33116	35761
2404	33125	35742
2405	33134	35723
2406	33143	35704
2407	33158	35692
2408	33174	35680
2409	33189	35668
2410	33205	35656
2411	33223	35648
2412	33241	35638
2413	33254	35623
2414	33270	35612
2415	33285	35599
2416	33298	35585
2417	33312	35572
2418	33327	35559
2419	33343	35547
2420	33355	35531
2421	33365	35514
2422	33375	35496
2423	33384	35478
2424	33393	35459
2425	33403	35441
2426	33422	35432
2427	33444	35427
2428	33464	35420
2429	33479	35408
2430	33492	35393
2431	33502	35376
2432	33514	35360
2433	33524	35342
2434	33534	35324
2435	33543	35306
2436	33554	35288
2437	33563	35270
2438	33573	35252
2439	33583	35234
2440	33592	35216
2441	33606	35202
2442	33618	35187
2443	33633	35174
2444	33644	35158
2445	33657	35143
2446	33669	35128
2447	33679	35110
2448	33689	35092
2449	33698	35073
2450	33708	35055
2451	33717	35037
2452	33726	35019
2453	33735	35000
2454	33744	34981
2455	33753	34962
2456	33762	34944
2457	33773	34927
2458	33783	34909
2459	33792	34891
2460	33801	34872
2461	33810	34854
2462	33820	34836
2463	33830	34819
2464	33847	34809
2465	33863	34797
2466	33877	34784
2467	33892	34771
2468	33909	34761
2469	33922	34746
2470	33931	34728
2471	33941	34709
2472	33951	34692
2473	33969	34683
2474	33984	34670
2475	33999	34658
2476	34014	34646
2477	34030	34634
2478	34040	34617
2479	34049	34598
2480	34061	34583
2481	34070	34565
2482	34086	34553
2483	34100	34539
2484	34115	34527
2485	34129	34513
2486	34143	34500
2487	34158	34488
2488	34168	34470
2489	34178	34453
2490	34187	34434
2491	34196	34415
2492	34204	34397
2493	34214	34378
2494	34223	34360
2495	34232	34342
2496	34242	34324
2497	34253	34307
2498	34267	34294
2499	34278	34278
2500	34290	34262
2501	34303	34248
2502	34317	34234
2503	34327	34217
2504	34338	34201
2505	34348	34183
2506	34357	34165
2507	34367	34147
2508	34376	34129
2509	34384	34110
2510	34393	34092
2511	34402	34074
2512	34414	34058
2513	34425	34042
2514	34434	34023
2515	34443	34005
2516	34452	33987
2517	34463	33970
2518	34473	33953
2519	34492	33944
2520	34506	33931
2521	34520	33917
2522	34534	33904
2523	34547	33890
2524	34567	33882
2525	34579	33867
2526	34590	33851
2527	34599	33832
2528	34607	33813
2529	34615	33794
2530	34622	33774
2531	34630	33755
2532	34639	33736
2533	34648	33718
2534	34657	33700
2535	34667	33683
2536	34676	33665
2537	34685	33646
2538	34694	33628
2539	34702	33609
2540	34711	33591
2541	34720	33573
2542	34729	33554
2543	34738	33536
2544	34747	33518
2545	34756	33500
2546	34765	33482
2547	34774	33464
2548	34783	33445
2549	34792	33427
2550	34800	33408
2551	34809	33391
2552	34819	33373
2553	34828	33355
2554	34837	33337
2555	34846	33319
2556	34855	33301
2557	34864	33283
2558	34872	33264
2559	34880	33245
2560	34889	33227
2561	34897	33208
2562	34906	33190
2563	34914	33171
2564	34922	33152
2565	34931	33134
2566	34940	33116
2567	34948	33098
2568	34957	33079
2569	34965	33061
2570	34974	33042
2571	34983	33024
2572	34991	33006
2573	35000	32987
2574	35008	32969
2575	35017	32951
2576	35026	32933
2577	35034	32914
2578	35042	32895
2579	35055	32881
2580	35065	32864
2581	35075	32847
2582	35089	32834
2583	35102	32820
2584	35111	32802
2585	35121	32785
2586	35130	32767
2587	35139	32750
2588	35148	32732
2589	35157	32714
2590	35166	32696
2591	35176	32679
2592	35185	32661
2593	35194	32643
2594	35203	32625
2595	35212	32608
2596	35221	32590
2597	35230	32572
2598	35238	32554
2599	35247	32535
2600	35255	32517
2601	35263	32498
2602	35271	32480
2603	35280	32462
2604	35289	32444
2605	35298	32427
2606	35307	32409
2607	35315	32391
2608	35324	32372
2609	35333	32354
2610	35342	32337
2611	35351	32319
2612	35360	32302
2613	35381	32295
2614	35397	32284
2615	35406	32266
2616	35416	32249
2617	35424	32231
2618	35433	32213
2619	35442	32196
2620	35452	32178
2621	35460	32160
2622	35468	32142
2623	35478	32125
2624	35487	32107
2625	35498	32091
2626	35506	32073
2627	35515	32056
2628	35525	32038
2629	35534	32021
2630	35545	32005
2631	35558	31992
2632	35567	31974
2633	35577	31957
2634	35586	31940
2635	35599	31925
2636	35614	31913
2637	35626	31899
2638	35636	31882
2639	35648	31867
2640	35659	31851
2641	35669	31835
2642	35679	31818
2643	35691	31804
2644	35706	31792
2645	35725	31782
2646	35751	31780
2647	35765	31767
2648	35788	31762
2649	35804	31751
2650	35835	31753
2651	35850	31740
2652	35876	31738
2653	35906	31739
2654	35937	31741
2655	35964	31739
2656	36000	31746
2657	36025	31742
2658	36059	31747
2659	36088	31746
2660	36106	31737
2661	36129	31732
2662	36153	31728
2663	36181	31726
2664	36194	31712
2665	36210	31701
2666	36223	31687
2667	36233	31670
2668	36241	31651
2669	36249	31633
2670	36258	31615
2671	36267	31598
2672	36276	31580
2673	36285	31563
2674	36296	31547
2675	36306	31530
2676	36316	31513
2677	36326	31497
2678	36336	31480
2679	36346	31463
2680	36361	31451
2681	36370	31434
2682	36422	31454
2683	36496	31492
2684	36518	31485
2685	36533	31473
2686	36543	31457
2687	36553	31440
2688	36563	31423
2689	36573	31406
2690	36581	31388
2691	36591	31372
2692	36601	31355
2693	36611	31338
2694	36620	31321
2695	36629	31303
2696	36645	31291
2697	36661	31280
2698	36673	31265
2699	36683	31248
2700	36693	31231
2701	36702	31214
2702	36711	31197
2703	36719	31179
2704	36731	31164
2705	36744	31150
2706	36756	31134
2707	36769	31120
2708	36782	31106
2709	36795	31093
2710	36816	31085
2711	36835	31076
2712	36853	31066
2713	36872	31057
2714	36889	31047
2715	36907	31037
2716	36923	31025
2717	36939	31013
2718	36958	31004
2719	36971	30990
2720	36983	30976
2721	36994	30959
2722	37007	30946
2723	37017	30929
2724	37027	30913
2725	37036	30895
2726	37045	30878
2727	37055	30861
2728	37064	30844
2729	37073	30826
2730	37081	30808
2731	37090	30790
2732	37099	30773
2733	37108	30756
2734	37117	30739
2735	37128	30723
2736	37142	30710
2737	37162	30701
2738	37176	30689
2739	37204	30686
2740	37217	30673
2741	37231	30659
2742	37245	30646
2743	37258	30632
2744	37271	30618
2745	37282	30602
2746	37294	30587
2747	37307	30573
2748	37319	30558
2749	37330	30543
2750	37341	30527
2751	37353	30512
2752	37364	30497
2753	37385	30489
2754	37395	30472
2755	37404	30455
2756	37413	30438
2757	37423	30422
2758	37432	30404
2759	37442	30387
2760	37450	30370
2761	37459	30352
2762	37468	30335
2763	37478	30318
2764	37492	30306
2765	37501	30288
2766	37510	30271
2767	37519	30254
2768	37528	30236
2769	37536	30219
2770	37545	30201
2771	37554	30184
2772	37563	30167
2773	37573	30150
2774	37582	30133
2775	37591	30116
2776	37600	30099
2777	37609	30081
2778	37617	30064
2779	37626	30046
2780	37635	30029
2781	37644	30012
2782	37653	29995
2783	37668	29982
2784	37682	29970
2785	37693	29954
2786	37703	29938
2787	37712	29921
2788	37721	29903
2789	37730	29886
2790	37739	29869
2791	37748	29852
2792	37757	29835
2793	37766	29818
2794	37775	29801
2795	37784	29783
2796	37793	29767
2797	37806	29753
2798	37815	29736
2799	37824	29719
2800	37833	29702
2801	37842	29685
2802	37850	29667
2803	37859	29650
2804	37868	29633
2805	37877	29615
2806	37886	29599
2807	37895	29582
2808	37904	29565
2809	37914	29548
2810	37924	29532
2811	37932	29514
2812	37939	29496
2813	37946	29477
2814	37956	29461
2815	37965	29444
2816	37974	29427
2817	37984	29411
2818	37993	29394
2819	38002	29377
2820	38012	29361
2821	38020	29344
2822	38029	29327
2823	38038	29310
2824	38046	29292
2825	38055	29275
2826	38064	29258
2827	38073	29241
2828	38082	29225
2829	38092	29208
2830	38101	29191
2831	38109	29174
2832	38118	29157
2833	38128	29141
2834	38137	29124
2835	38147	29108
2836	38162	29096
2837	38177	29084
2838	38188	29068
2839	38198	29052
2840	38210	29037
2841	38220	29021
2842	38230	29005
2843	38239	28988
2844	38250	28973
2845	38259	28957
2846	38269	28940
2847	38279	28924
2848	38289	28908
2849	38298	28891
2850	38308	28875
2851	38318	28859
2852	38328	28844
2853	38339	28828
2854	38348	28811
2855	38358	28795
2856	38368	28779
2857	38378	28763
2858	38388	28747
2859	38396	28730
2860	38406	28714
2861	38415	28697
2862	38425	28681
2863	38434	28664
2864	38447	28651
2865	38457	28635
2866	38469	28620
2867	38479	28605
2868	38488	28588
2869	38497	28571
2870	38506	28554
2871	38515	28537
2872	38538	28531
2873	38550	28517
2874	38565	28505
2875	38577	28490
2876	38589	28476
2877	38602	28462
2878	38615	28448
2879	38625	28432
2880	38640	28420
2881	38654	28407
2882	38666	28392
2883	38676	28377
2884	38691	28364
2885	38704	28351
2886	38716	28336
2887	38726	28321
2888	38736	28305
2889	38746	28289
2890	38755	28272
2891	38765	28256
2892	38774	28240
2893	38783	28223
2894	38792	28206
2895	38802	28190
2896	38812	28174
2897	38821	28158
2898	38830	28142
2899	38839	28125
2900	38848	28108
2901	38856	28091
2902	38865	28074
2903	38873	28057
2904	38882	28040
2905	38891	28024
2906	38900	28007
2907	38908	27990
2908	38917	27973
2909	38928	27958
2910	38938	27943
2911	38948	27927
2912	38960	27912
2913	38975	27900
2914	39006	27900
2915	39022	27888
2916	39047	27883
2917	39066	27873
2918	39093	27870
2919	39113	27861
2920	39140	27857
2921	39163	27851
2922	39191	27848
2923	39220	27846
2924	39246	27841
2925	39263	27830
2926	39291	27827
2927	39322	27826
2928	39352	27824
2929	39380	27821
2930	39404	27815
2931	39421	27804
2932	39439	27794
2933	39460	27786
2934	39471	27771
2935	39481	27755
2936	39490	27738
2937	39499	27721
2938	39507	27705
2939	39522	27692
2940	39531	27676
2941	39541	27660
2942	39552	27645
2943	39562	27629
2944	39572	27613
2945	39582	27597
2946	39597	27585
2947	39607	27569
2948	39616	27552
2949	39624	27535
2950	39634	27519
2951	39643	27503
2952	39654	27488
2953	39667	27474
2954	39677	27458
2955	39687	27442
2956	39700	27429
2957	39717	27418
2958	39730	27404
2959	39742	27389
2960	39754	27375
2961	39767	27361
2962	39780	27348
2963	39791	27333
2964	39805	27320
2965	39819	27306
2966	39830	27291
2967	39844	27279
2968	39862	27268
2969	39875	27255
2970	39888	27241
2971	39902	27228
2972	39916	27214
2973	39926	27199
2974	39935	27182
2975	39944	27166
2976	39953	27150
2977	39962	27133
2978	39975	27119
2979	39988	27106
2980	40001	27092
2981	40013	27078
2982	40025	27063
2983	40037	27049
2984	40054	27038
2985	40068	27025
2986	40085	27014
2987	40101	27002
2988	40119	26992
2989	40136	26981
2990	40155	26971
2991	40171	26960
2992	40190	26950
2993	40207	26938
2994	40230	26932
2995	40252	26924
2996	40266	26911
2997	40275	26895
2998	40287	26880
2999	40297	26864
3000	40306	26848
3001	40316	26832
3002	40326	26816
3003	40336	26801
3004	40347	26786
3005	40357	26770
3006	40368	26755
3007	40379	26740
3008	40392	26727
3009	40403	26711
3010	40413	26696
3011	40422	26679
3012	40431	26663
3013	40440	26647
3014	40452	26632
3015	40466	26620
3016	40476	26604
3017	40485	26587
3018	40495	26571
3019	40504	26556
3020	40514	26540
3021	40523	26523
3022	40537	26511
3023	40554	26499
3024	40567	26485
3025	40581	26473
3026	40597	26461
3027	40614	26450
3028	40630	26438
3029	40640	26423
3030	40653	26409
3031	40663	26393
3032	40672	26377
3033	40687	26365
3034	40702	26352
3035	40717	26340
3036	40733	26328
3037	40748	26315
3038	40764	26304
3039	40775	26289
3040	40786	26274
3041	40797	26259
3042	40805	26242
3043	40814	26226
3044	40822	26209
3045	40831	26193
3046	40841	26177
3047	40850	26161
3048	40859	26145
3049	40869	26129
3050	40879	26113
3051	40888	26097
3052	40896	26081
3053	40905	26065
3054	40915	26049
3055	40925	26033
3056	40933	26016
3057	40942	26000
3058	40951	25984
3059	40960	25968
3060	40973	25954
3061	40986	25940
3062	40998	25926
3063	41011	25913
3064	41023	25899
3065	41036	25885
3066	41049	25871
3067	41059	25856
3068	41068	25839
3069	41076	25823
3070	41086	25808
3071	41097	25793
3072	41106	25776
3073	41116	25761
3074	41124	25744
3075	41134	25729
3076	41143	25713
3077	41153	25697
3078	41161	25680
3079	41170	25664
3080	41179	25648
3081	41189	25632
3082	41206	25621
3083	41219	25608
3084	41231	25594
3085	41246	25582
3086	41260	25568
3087	41275	25556
3088	41291	25544
3089	41307	25532
3090	41319	25519
3091	41330	25503
3092	41340	25488
3093	41350	25473
3094	41367	25462
3095	41382	25449
3096	41401	25440
3097	41418	25428
3098	41432	25415
3099	41443	25400
3100	41454	25385
3101	41463	25370
3102	41473	25354
3103	41483	25339
3104	41499	25327
3105	41513	25314
3106	41527	25301
3107	41541	25288
3108	41555	25275
3109	41571	25263
3110	41580	25247
3111	41590	25232
3112	41599	25216
3113	41609	25200
3114	41619	25185
3115	41629	25169
3116	41640	25155
3117	41653	25141
3118	41664	25127
3119	41675	25112
3120	41689	25099
3121	41702	25085
3122	41712	25070
3123	41726	25057
3124	41739	25043
3125	41750	25029
3126	41760	25013
3127	41769	24997
3128	41778	24981
3129	41787	24965
3130	41796	24949
3131	41805	24933
3132	41814	24917
3133	41824	24902
3134	41832	24886
3135	41841	24870
3136	41850	24853
3137	41858	24837
3138	41868	24822
3139	41877	24806
3140	41887	24791
3141	41896	24775
3142	41905	24759
3143	41913	24743
3144	41928	24730
3145	41944	24718
3146	41959	24706
3147	41973	24693
3148	41989	24681
3149	42001	24667
3150	42011	24652
3151	42022	24637
3152	42032	24622
3153	42041	24606
3154	42058	24595
3155	42073	24583
3156	42091	24572
3157	42106	24559
3158	42122	24547
3159	42131	24532
3160	42141	24517
3161	42151	24501
3162	42160	24485
3163	42176	24474
3164	42186	24458
3165	42199	24445
3166	42214	24433
3167	42229	24420
3168	42244	24407
3169	42259	24395
3170	42272	24382
3171	42281	24366
3172	42293	24352
3173	42303	24337
3174	42312	24321
3175	42322	24305
3176	42333	24291
3177	42346	24278
3178	42358	24264
3179	42373	24251
3180	42386	24237
3181	42396	24222
3182	42407	24207
3183	42416	24192
3184	42425	24176
3185	42434	24160
3186	42443	24144
3187	42451	24128
3188	42460	24113
3189	42469	24097
3190	42478	24081
3191	42486	24065
3192	42495	24049
3193	42505	24033
3194	42513	24017
3195	42522	24001
3196	42531	23986
3197	42540	23970
3198	42549	23954
3199	42558	23939
3200	42567	23923
3201	42576	23907
3202	42586	23892
3203	42599	23879
3204	42614	23866
3205	42628	23853
3206	42642	23840
3207	42657	23828
3208	42669	23814
3209	42679	23799
3210	42691	23785
3211	42700	23769
3212	42709	23753
3213	42723	23741
3214	42739	23729
